X,Y
9.379925145695026,8.527339660162554
6.973914688286108,-6.67377778792172
-0.2871774909856306,-5.725054016016367
-1.9791941490109473,-8.827292000556422
-2.420537620461678,9.706176875594519
-4.6959388365569605,5.681412038971388
-0.8998326532171337,-1.5398502801967417
9.146352817193463,9.908453789854278
1.1153664681123647,4.36816550592652
-6.904063494518717,-4.0658434901087155
9.374187299383177,1.5836058163251252
0.8439040274854843,4.959511207581283
-8.856694541850338,1.6835518891794248
0.05700765839027078,7.054397840965706
-6.851345441210334,9.215578065489009
-8.397770695188262,-6.283500780385536
1.9007021290005532,3.5042510720818036
-5.295922099981376,-7.602267721057516
7.80574628258875,-5.075693044227503
1.8903830706688236,2.3876302066420614
-1.6155016932825497,1.6734457858244944
0.4556543106391775,8.694125154728546
-5.914816011529272,4.323836015788295
-5.22628094768308,-2.08428306417491
3.4338044591994255,-4.000058404024756
-3.6764560745629193,5.037289848288042
-8.549137710136854,-0.834289547628277
9.969088817088846,9.92192895710189
-8.534785578007341,-5.7369137546591915
-4.6959917049919735,8.66518755987418
7.61728347372879,7.585404849690857
-2.609458225222321,-6.845063352855361
6.674899092796139,4.070798501747419
2.233555314519002,9.744661272630086
3.079526354214652,-9.843537856956841
6.342082702309234,-4.012424956000443
3.2677742993215464,8.778600078542077
-7.314177712132645,-7.691426591617956
-7.859280445811647,1.064472817696318
-4.553035753703673,2.0965965406044784
4.352243742775958,-5.928053753450941
2.6847591777015936,-4.720321967391811
-0.22936295701246934,8.106729821586466
6.922074265897109,-8.154030645745332
-1.5284845487254728,-4.466395520554967
-9.929086218244354,5.422384460392543
2.742267546027593,-4.760894751313036
4.824618166958617,1.0336084225278253
-1.4462616203864123,-9.806606007833201
-8.495122798524658,7.662127866002859
8.078571431197862,0.911805784110447
6.691900397720335,1.6501913297958808
-7.038124288650347,-7.451089614357224
-3.8348330013973264,7.9796297748518015
5.922446097760833,7.214051640018056
7.978492730529492,-5.798469233204919
-5.009405215541511,-7.944127566564287
5.602324837428853,7.68269402902018
-1.872452203357664,2.4132302030142565
-6.908933233355907,8.597620313873488
7.292113924399281,9.524120658619257
6.215434398807936,7.628324093266489
-9.504272762036226,4.731289435101642
-3.3562906410714266,8.61631772096651
6.044702778742778,7.28128056750559
6.214986331487779,-4.663885808110559
5.747490182709424,-7.838087471940858
7.443335658121796,7.171865026755633
-5.551325649086712,6.331732111938578
-0.7939353064211581,-3.8961826532279886
5.906909983057236,-5.448090251844593
-9.52671130597097,-6.137404233445826
-3.4347609760458697,7.287058840605727
9.337782080967223,-4.417500145562572
2.829634772152554,-2.0064323127987826
9.622993743965203,0.7243146495744384
8.784742806494314,-7.693164962971448
9.408012220444558,-6.4286436765507275
9.25068631523111,-4.690672749540628
-7.831949055705778,-1.3087248287071134
4.570901213054086,-3.726453716100176
2.124177066122865,0.2284611933895615
-2.2960913331054567,1.5317608699319898
-4.905549877228362,4.175705676683412
-9.96617443562741,8.511503309981656
0.7690399418558371,4.38859998289691
4.83900155678953,3.41257008865999
-2.7155705643747163,-8.600523777473796
3.2847536982254475,-3.3959992791480715
-3.721687098832806,6.960305590126708
4.395085260279004,-3.993554635774716
