X,Y
5.47109832262645,-9.407486821096697
-4.533459427424054,9.851717569015946
-0.18793087778413486,-2.8837760458830424
8.822856899414507,-1.3630410752091056
3.593897161763177,3.2134381502975096
-8.286117647265286,2.3723178051977563
5.961103476054932,4.262170653567715
-8.35923980653703,-6.915580722689631
4.233543095572333,2.678017639261018
4.793105779531892,-3.6664354263692767
-7.868981645774777,-9.896095552599398
-3.834650897274039,-2.801650053062068
-4.6046711352122704,-7.349859910116012
-6.252164329442456,-1.023126459570971
1.0948000121773553,-1.8391164983372494
-9.474761919734057,-2.921714253094823
-8.138714790802517,1.9608759558854576
-3.511393388551747,-2.2952416520803265
-4.1630529740735795,-2.244008812432126
-8.306009661429549,8.02272089712866
8.104151486267178,9.563461280277746
1.4392086149907897,-6.60834153215349
-2.385359530225138,-7.223198820811665
-3.977374692498625,-0.1375211557843059
-8.734656994460913,-1.3064746147451007
-1.5779532045495142,-0.31537372132143027
-8.461572772096858,-4.966005244221943
-5.068198633059941,2.5006737553778926
1.8761279607815737,-6.089035502394791
-7.86055264838196,-3.906840084974861
8.976469247891302,-3.355655693767461
2.403843757493787,6.081529239147649
-3.409165674414796,-3.3052755250608605
6.309509400060062,7.190169342016702
9.484507530092138,-7.277510568434704
-3.5866968924982467,8.945578440322322
-5.9829702259585655,-3.7163343760911722
9.291492461895878,9.374504434933911
-4.171036968398935,3.8991553534422003
-0.17985374215795424,1.5175856324992125
-5.151514064388538,-2.4788939535170584
6.3298903086582605,-2.1412974052108025
-7.722243527760037,1.277010172575718
1.8445406850077095,0.9125817090164432
3.634252662601753,1.0019831399494556
9.060092229725921,-0.7675555433370302
4.167341025121269,-1.230900913821829
-4.173375840294094,3.8567055864868554
6.379311360089169,5.913136719919088
-1.8171681951019707,-0.013935694220794659
2.666720793073271,-5.159576646584023
3.1732593706463614,4.3047278259885235
5.781535264401258,-8.520697288354231
9.81401228873936,-0.41530600454747457
-1.9838980534125277,0.1322528605901816
8.407843689565915,3.834177317962153
0.8729040677495536,5.814418340985183
-2.8094101396748012,7.91003030721798
0.7381197204917562,2.763607340216822
-8.300361318980245,5.3790809584008095
3.1520328916153133,-2.8998236110302074
2.939996959668086,-9.114066129443009
9.672164119039653,3.549437917283713
-2.0076450754983544,5.053655554592115
9.314335554276564,-1.3908891221963557
-9.7890445443084,-4.825232591926891
0.21352481050089267,0.3759553369869906
1.6103659104800823,1.5047079654085227
-1.0844289699018645,-2.1773166264499437
5.446844649248641,1.771799130802945
0.009315632394690354,-3.1006522480096343
-9.508746939484613,-7.909012839878766
-1.6804914294857483,9.234557313599407
-7.678613240820507,8.813523162923861
-7.166496463369034,-3.7621931220491707
-0.8933472954824584,-5.86265347583371
-0.34148002441223113,-0.4767493758167305
-1.2366812345394589,3.935265310473321
-3.6218105156459917,-3.9947183363611938
6.203718738373961,-7.698294666024282
6.983600160938195,2.9593983455542734
3.5427866578176808,-6.712918142985935
9.678009411765558,-5.121741068960146
